recipe_num|title|url|image|servings|prep_time|cook_time|total_time|n_reviews|avg_review
13823|Fire and Ice Salad|https://www.allrecipes.com/recipe/13823/fire-and-ice-salad/|https://images.media-allrecipes.com/userphotos/560x315/1347487.jpg|6|None|None|None|24|4.2
218474|Mexican Cucumber and Carrot Salad|https://www.allrecipes.com/recipe/218474/mexican-cucumber-and-carrot-salad/|https://images.media-allrecipes.com/userphotos/560x315/839032.jpg|4|10|None|10|15|3.95
108004|Creamy Cherry Tomato Salad with Fresh Basil, Corn and Onion|https://www.allrecipes.com/recipe/108004/creamy-cherry-tomato-salad-with-fresh-basil-corn-and-onion/|https://images.media-allrecipes.com/userphotos/560x315/4018874.jpg|8|30|None|30|27|4.41
70907|Mexican Turkey Burgers with Pico de Gallo|https://www.allrecipes.com/recipe/70907/mexican-turkey-burgers-with-pico-de-gallo/|https://images.media-allrecipes.com/userphotos/250x250/222969.jpg|4|20|10|30|31|4.31
222816|Lower-Fat Coleslaw|https://www.allrecipes.com/recipe/222816/lower-fat-coleslaw/|https://images.media-allrecipes.com/userphotos/560x315/7542166.jpg|8|30|None|150|23|4.18
34828|Green Bean Blue Cheese Salad|https://www.allrecipes.com/recipe/34828/green-bean-blue-cheese-salad/|https://images.media-allrecipes.com/userphotos/560x315/734772.jpg|4|20|10|90|69|4.54
20668|Green Bean and Feta Salad|https://www.allrecipes.com/recipe/20668/green-bean-and-feta-salad/|https://images.media-allrecipes.com/userphotos/560x315/3215.jpg|5|30|5|275|51|4.17
220620|Green Bean and Asparagus Salad|https://www.allrecipes.com/recipe/220620/green-bean-and-asparagus-salad/|https://images.media-allrecipes.com/userphotos/560x315/6676419.jpg|8|15|20|35|36|4.62
13899|Tabbouleh|https://www.allrecipes.com/recipe/13899/tabbouleh/|https://images.media-allrecipes.com/userphotos/250x250/494052.jpg|11|20|None|110|18|3.96
52486|Sugar Snap Pea and Berry Salad|https://www.allrecipes.com/recipe/52486/sugar-snap-pea-and-berry-salad/|https://images.media-allrecipes.com/userphotos/560x315/956126.jpg|6|15|2|50|22|4.52
186893|Sister Slaw|https://www.allrecipes.com/recipe/186893/sister-slaw/|https://images.media-allrecipes.com/userphotos/560x315/968149.jpg|14|20|None|140|46|4.33
60635|Tomato Cucumber Salad II|https://www.allrecipes.com/recipe/60635/tomato-cucumber-salad-ii/|https://images.media-allrecipes.com/userphotos/250x250/209722.jpg|4|15|None|15|95|4.14
143008|Simple Strawberry Sauce|https://www.allrecipes.com/recipe/143008/simple-strawberry-sauce/|https://images.media-allrecipes.com/userphotos/560x315/632130.jpg|12|15|None|15|77|4.81
50253|Nutty Strawberry Salad|https://www.allrecipes.com/recipe/50253/nutty-strawberry-salad/|https://images.media-allrecipes.com/userphotos/236474.jpg|8|15|5|380|38|4.657894736842105
93193|Aunt Dorothy's Marinated Carrot Salad|https://www.allrecipes.com/recipe/93193/aunt-dorothys-marinated-carrot-salad/|https://images.media-allrecipes.com/userphotos/250x250/185543.jpg|12|1440|35|1475|20|4.54
146374|Goddess Beet Salad|https://www.allrecipes.com/recipe/146374/goddess-beet-salad/|https://images.media-allrecipes.com/userphotos/560x315/2331994.jpg|4|15|5|35|16|3.71
89316|Preety's Chickpea Salad|https://www.allrecipes.com/recipe/89316/preetys-chickpea-salad/|https://images.media-allrecipes.com/userphotos/250x250/110141.jpg|2|10|None|10|25|4.39
146065|Herbed Rice and Spicy Black Bean Salad|https://www.allrecipes.com/recipe/146065/herbed-rice-and-spicy-black-bean-salad/|https://images.media-allrecipes.com/userphotos/250x250/231913.jpg|8|45|None|55|56|4.32
222046|Honey Beet Salad|https://www.allrecipes.com/recipe/222046/honey-beet-salad/|https://images.media-allrecipes.com/userphotos/560x315/3418147.jpg|4|15|60|555|38|4.7
172278|Russian Carrot Salad|https://www.allrecipes.com/recipe/172278/russian-carrot-salad/|https://images.media-allrecipes.com/userphotos/560x315/787085.jpg|6|15|None|15|20|4.5
149268|Apple, Pecan, Cranberry, and Avocado Spinach Salad with Balsamic Dressing|https://www.allrecipes.com/recipe/149268/apple-pecan-cranberry-and-avocado-spinach-salad-with-balsamic-dressing/|https://images.media-allrecipes.com/userphotos/560x315/289127.jpg|1|10|None|10|52|4.61
83324|Best Wild Rice Soup Ever|https://www.allrecipes.com/recipe/83324/best-wild-rice-soup-ever/|https://images.media-allrecipes.com/userphotos/975238.jpg|12|15|120|135|17|4.411764705882353
48553|Spicy Tomato and Lentil Soup|https://www.allrecipes.com/recipe/48553/spicy-tomato-and-lentil-soup/|https://images.media-allrecipes.com/userphotos/560x315/4977497.jpg|4|5|25|30|46|4.42
18046|Lentil Tomato Soup|https://www.allrecipes.com/recipe/18046/lentil-tomato-soup/|https://images.media-allrecipes.com/userphotos/375315.jpg|7|15|30|45|26|4.346153846153846
24400|Turkey Wild Rice Soup|https://www.allrecipes.com/recipe/24400/turkey-wild-rice-soup/|https://images.media-allrecipes.com/userphotos/550306.jpg|9|15|60|75|214|4.593457943925234
212664|Turkey Wild Rice Soup II|https://www.allrecipes.com/recipe/212664/turkey-wild-rice-soup-ii/|https://images.media-allrecipes.com/userphotos/250x250/948394.jpg|8|20|60|80|175|4.65
222975|Fiesta Chicken and Black Beans|https://www.allrecipes.com/recipe/222975/fiesta-chicken-and-black-beans/|https://images.media-allrecipes.com/userphotos/6399813.jpg|4|10|None|30|34|4.705882352941177
215232|Black Bean Soup|https://www.allrecipes.com/recipe/215232/black-bean-soup/|https://images.media-allrecipes.com/userphotos/250x250/982276.jpg|4|10|25|35|17|4.68
215228|Simply Sensational Chili|https://www.allrecipes.com/recipe/215228/simply-sensational-chili/|https://images.media-allrecipes.com/userphotos/560x315/4419707.jpg|4|35|75|110|22|4.63
84085|Chicken and Black Bean Chili|https://www.allrecipes.com/recipe/84085/chicken-and-black-bean-chili/|https://images.media-allrecipes.com/userphotos/95289.jpg|6|15|60|75|77|4.454545454545454
133862|Black Bean and Chickpea Chili|https://www.allrecipes.com/recipe/133862/black-bean-and-chickpea-chili/|https://images.media-allrecipes.com/userphotos/560x315/2272702.jpg|12|20|40|60|47|4.6
146257|Chorizo and Lentil Stew|https://www.allrecipes.com/recipe/146257/chorizo-and-lentil-stew/|https://images.media-allrecipes.com/userphotos/593761.jpg|4|10|50|60|140|4.364285714285714
182784|Traci B's Callaloo Soup|https://www.allrecipes.com/recipe/182784/traci-bs-callaloo-soup/|https://images.media-allrecipes.com/userphotos/250x250/344324.jpg|6|25|30|55|29|4.16
234121|Fast and Easy Zucchini Soup|https://www.allrecipes.com/recipe/234121/fast-and-easy-zucchini-soup/|https://images.media-allrecipes.com/userphotos/560x315/1575341.jpg|4|5|25|30|17|4.94
21309|Butternut Soup|https://www.allrecipes.com/recipe/21309/butternut-soup/|https://images.media-allrecipes.com/userphotos/560x315/576282.jpg|6|15|35|50|52|4.5
235573|Roasted Butternut Squash, Garlic, and Apple Soup|https://www.allrecipes.com/recipe/235573/roasted-butternut-squash-garlic-and-apple-soup/|https://images.media-allrecipes.com/userphotos/560x315/1095053.jpg|8|20|80|100|25|4.45
111546|Russian Green Bean and Potato Soup|https://www.allrecipes.com/recipe/111546/russian-green-bean-and-potato-soup/|https://images.media-allrecipes.com/userphotos/250x250/426910.jpg|6|25|30|55|109|4.48
13410|Green and Red Tomato and Corn Soup|https://www.allrecipes.com/recipe/13410/green-and-red-tomato-and-corn-soup/|https://images.media-allrecipes.com/userphotos/560x315/5051954.jpg|5|None|None|None|41|4.31
13017|Fat-Free Vegetable Soup|https://www.allrecipes.com/recipe/13017/fat-free-vegetable-soup/|https://images.media-allrecipes.com/userphotos/560x315/2183165.jpg|12|25|35|60|46|4.23
15868|Lentil Chili|https://www.allrecipes.com/recipe/15868/lentil-chili/|https://images.media-allrecipes.com/userphotos/560x315/3762558.jpg|6|None|None|None|68|4.33
13310|Split Pea Soup Atu|https://www.allrecipes.com/recipe/13310/split-pea-soup-atu/|https://images.media-allrecipes.com/userphotos/523910.jpg|16|30|90|120|104|4.5576923076923075
71574|Split Pea Soup with Tofu|https://www.allrecipes.com/recipe/71574/split-pea-soup-with-tofu/|https://images.media-allrecipes.com/userphotos/4589228.jpg|8|20|120|140|46|4.456521739130435
76922|Quick Classic Gazpacho|https://www.allrecipes.com/recipe/76922/quick-classic-gazpacho/|https://images.media-allrecipes.com/userphotos/560x315/2143574.jpg|6|None|None|None|53|4.57
13110|Gazpacho I|https://www.allrecipes.com/recipe/13110/gazpacho-i/|https://images.media-allrecipes.com/userphotos/560x315/1023479.jpg|5|25|None|205|35|4.48
76987|Watermelon Gazpacho|https://www.allrecipes.com/recipe/76987/watermelon-gazpacho/|https://images.media-allrecipes.com/userphotos/250x250/413340.jpg|6|None|None|None|39|4.22
16926|Tomato Barley Soup|https://www.allrecipes.com/recipe/16926/tomato-barley-soup/|https://images.media-allrecipes.com/userphotos/250x250/170307.jpg|6|20|40|60|199|4.48
13117|Tomato Florentine Soup I|https://www.allrecipes.com/recipe/13117/tomato-florentine-soup-i/|https://images.media-allrecipes.com/userphotos/560x315/2506236.jpg|6|15|30|45|37|4.57
12934|Chicken Gumbo Soup|https://www.allrecipes.com/recipe/12934/chicken-gumbo-soup/|https://images.media-allrecipes.com/userphotos/590796.jpg|8|10|200|210|30|4.0
61562|Provincial Tomatoes|https://www.allrecipes.com/recipe/61562/provincial-tomatoes/|https://images.media-allrecipes.com/userphotos/560x315/6733154.jpg|4|10|5|15|75|4.41
21121|Stuffed Tomatoes|https://www.allrecipes.com/recipe/21121/stuffed-tomatoes/|https://images.media-allrecipes.com/userphotos/560x315/257825.jpg|2|10|15|25|72|4.08
62761|Summerly Squash|https://www.allrecipes.com/recipe/62761/summerly-squash/|https://images.media-allrecipes.com/userphotos/560x315/814750.jpg|6|15|30|45|156|4.51
87792|Melitzanes Imam|https://www.allrecipes.com/recipe/87792/melitzanes-imam/|https://images.media-allrecipes.com/userphotos/250x250/70759.jpg|2|30|45|75|21|4.21
20899|Okra and Tomatoes|https://www.allrecipes.com/recipe/20899/okra-and-tomatoes/|https://images.media-allrecipes.com/userphotos/3596161.jpg|6|10|20|30|107|4.588785046728972
84851|Swiss Chard with Garbanzo Beans and Fresh Tomatoes|https://www.allrecipes.com/recipe/84851/swiss-chard-with-garbanzo-beans-and-fresh-tomatoes/|https://images.media-allrecipes.com/userphotos/560x315/1002272.jpg|4|10|15|25|244|4.46
236311|Baked Eggplant|https://www.allrecipes.com/recipe/236311/baked-eggplant/|https://images.media-allrecipes.com/userphotos/560x315/3969002.jpg|6|15|30|45|224|4.66
73470|Greek Green Beans|https://www.allrecipes.com/recipe/73470/greek-green-beans/|https://images.media-allrecipes.com/userphotos/560x315/5408968.jpg|8|20|55|75|139|4.43
14048|Summer Vegetable Ratatouille|https://www.allrecipes.com/recipe/14048/summer-vegetable-ratatouille/|https://images.media-allrecipes.com/userphotos/560x315/245450.jpg|8|None|None|None|105|4.55
20088|Awesome Eggplant Rollatine|https://www.allrecipes.com/recipe/20088/awesome-eggplant-rollatine/|https://images.media-allrecipes.com/userphotos/250x250/456135.jpg|4|20|45|65|115|4.43
25744|Easy Tomato Crab Soup|https://www.allrecipes.com/recipe/25744/easy-tomato-crab-soup/|https://images.media-allrecipes.com/userphotos/250x250/34846.jpg|6|10|15|25|30|3.92
232549|Fresh Corn and Zucchini Saute|https://www.allrecipes.com/recipe/232549/fresh-corn-and-zucchini-saute/|https://images.media-allrecipes.com/userphotos/560x315/1131924.jpg|4|10|15|25|230|4.81
222859|Mexican Style Corn|https://www.allrecipes.com/recipe/222859/mexican-style-corn/|https://images.media-allrecipes.com/userphotos/560x315/4523975.jpg|4|15|20|35|22|4.52
238370|Yellow Squash and Corn Saute|https://www.allrecipes.com/recipe/238370/yellow-squash-and-corn-saute/|https://images.media-allrecipes.com/userphotos/560x315/1254158.jpg|8|15|20|35|56|4.81
85166|Pennsylvania Dutch Corn Pie|https://www.allrecipes.com/recipe/85166/pennsylvania-dutch-corn-pie/|https://images.media-allrecipes.com/userphotos/3814084.jpg|8|30|40|70|58|4.344827586206897
53843|Creamy Skillet Corn|https://www.allrecipes.com/recipe/53843/creamy-skillet-corn/|https://images.media-allrecipes.com/userphotos/560x315/821991.jpg|4|10|15|25|21|4.0
22315|Corn and Zucchini Melody|https://www.allrecipes.com/recipe/22315/corn-and-zucchini-melody/|https://images.media-allrecipes.com/userphotos/453712.jpg|5|5|25|30|568|4.632042253521127
18219|Daddy's Fried Corn and Onions|https://www.allrecipes.com/recipe/18219/daddys-fried-corn-and-onions/|https://images.media-allrecipes.com/userphotos/877040.jpg|4|10|15|25|403|4.5334987593052105
9117|Cream Cheese Corn|https://www.allrecipes.com/recipe/9117/cream-cheese-corn/|https://images.media-allrecipes.com/userphotos/560x315/4574681.jpg|7|None|None|None|122|4.33
21517|Horseradish Corn on the Cob|https://www.allrecipes.com/recipe/21517/horseradish-corn-on-the-cob/|https://images.media-allrecipes.com/userphotos/250x250/463213.jpg|8|15|45|60|40|4.22
222341|Chef John's Stuffed Summer Squash|https://www.allrecipes.com/recipe/222341/chef-johns-stuffed-summer-squash/|https://images.media-allrecipes.com/userphotos/560x315/3778905.jpg|5|15|40|55|28|4.61
159433|Baked Butternut Squash|https://www.allrecipes.com/recipe/159433/baked-butternut-squash/|https://images.media-allrecipes.com/userphotos/560x315/1070738.jpg|2|10|90|100|99|4.72
244833|Butternut Squash with Apple and Cranberries|https://www.allrecipes.com/recipe/244833/butternut-squash-with-apple-and-cranberries/|https://images.media-allrecipes.com/userphotos/560x315/2562018.jpg|4|15|45|60|98|4.69
24750|Baked Acorn Squash|https://www.allrecipes.com/recipe/24750/baked-acorn-squash/|https://images.media-allrecipes.com/userphotos/560x315/571485.jpg|4|10|60|70|111|4.48
222939|Skillet Summer Squash|https://www.allrecipes.com/recipe/222939/skillet-summer-squash/|https://images.media-allrecipes.com/userphotos/2433473.jpg|4|15|35|50|18|4.611111111111111
222832|Easy Grilled Zucchini|https://www.allrecipes.com/recipe/222832/easy-grilled-zucchini/|https://images.media-allrecipes.com/userphotos/560x315/1008198.jpg|4|10|10|20|38|4.64
172854|Spaghetti Squash Saute|https://www.allrecipes.com/recipe/172854/spaghetti-squash-saute/|https://images.media-allrecipes.com/userphotos/560x315/283576.jpg|4|15|None|15|231|4.31
203592|'Calabacitas Guisada' (Stewed Mexican Zucchini)|https://www.allrecipes.com/recipe/203592/calabacitas-guisada-stewed-mexican-zucchini/|https://images.media-allrecipes.com/userphotos/560x315/264691.jpg|8|10|15|30|90|4.6
88901|Italian Zucchini Saute|https://www.allrecipes.com/recipe/88901/italian-zucchini-saute/|https://images.media-allrecipes.com/userphotos/560x315/28479.jpg|4|15|15|30|79|4.15
87651|Japanese Zucchini and Onions|https://www.allrecipes.com/recipe/87651/japanese-zucchini-and-onions/|https://images.media-allrecipes.com/userphotos/560x315/1731115.jpg|4|10|10|20|399|4.53
21209|Amazing Butternut Squash|https://www.allrecipes.com/recipe/21209/amazing-butternut-squash/|https://images.media-allrecipes.com/userphotos/250x250/161420.jpg|6|20|40|60|318|4.34
188690|Butternut Squash Bake|https://www.allrecipes.com/recipe/188690/butternut-squash-bake/|https://images.media-allrecipes.com/userphotos/250x250/700285.jpg|6|20|35|55|285|4.53
82736|Acorn Squash with Apple|https://www.allrecipes.com/recipe/82736/acorn-squash-with-apple/|https://images.media-allrecipes.com/userphotos/129428.jpg|6|20|15|35|300|4.483333333333333
233333|Karen's Cranberry Apple Sweet Potato Packet|https://www.allrecipes.com/recipe/233333/karens-cranberry-apple-sweet-potato-packet/|https://images.media-allrecipes.com/userphotos/250x250/1027967.jpg|5|None|None|None|27|4.63
245462|Comforting Scalloped Potatoes|https://www.allrecipes.com/recipe/245462/comforting-scalloped-potatoes/|https://images.media-allrecipes.com/userphotos/560x315/4559194.jpg|4|10|60|70|19|4.36
231000|Roasted Parmesan Rosemary Potatoes|https://www.allrecipes.com/recipe/231000/roasted-parmesan-rosemary-potatoes/|https://images.media-allrecipes.com/userphotos/560x315/1011647.jpg|4|15|40|55|73|4.66
246568|Honey-Mustard Roasted Potatoes|https://www.allrecipes.com/recipe/246568/honey-mustard-roasted-potatoes/|https://images.media-allrecipes.com/userphotos/560x315/3372695.jpg|6|15|20|35|21|4.33
228682|Amazing Oven Roasted Potatoes|https://www.allrecipes.com/recipe/228682/amazing-oven-roasted-potatoes/|https://images.media-allrecipes.com/userphotos/560x315/1111022.jpg|6|10|60|70|27|4.82
18324|Roast Potatoes|https://www.allrecipes.com/recipe/18324/roast-potatoes/|https://images.media-allrecipes.com/userphotos/560x315/665790.jpg|4|10|20|30|451|4.56
52922|Roasted Potatoes with Tomatoes, Basil, and Garlic|https://www.allrecipes.com/recipe/52922/roasted-potatoes-with-tomatoes-basil-and-garlic/|https://images.media-allrecipes.com/userphotos/560x315/6751818.jpg|8|15|20|35|98|4.17
75936|Spiced Butternut Squash Soup|https://www.allrecipes.com/recipe/75936/spiced-butternut-squash-soup/|https://images.media-allrecipes.com/userphotos/560x315/104761.jpg|8|45|20|65|208|4.43
240060|Loaded Cauliflower|https://www.allrecipes.com/recipe/240060/loaded-cauliflower/|https://images.media-allrecipes.com/userphotos/560x315/1658609.jpg|4|10|45|55|329|4.51
216247|Baked Yam Fries with Dip|https://www.allrecipes.com/recipe/216247/baked-yam-fries-with-dip/|https://images.media-allrecipes.com/userphotos/560x315/4578432.jpg|2|10|25|35|47|4.37
46250|Nana's Mashed Turnip|https://www.allrecipes.com/recipe/46250/nanas-mashed-turnip/|https://images.media-allrecipes.com/userphotos/560x315/187868.jpg|6|10|50|60|77|4.5
76702|Garlic Delicata|https://www.allrecipes.com/recipe/76702/garlic-delicata/|https://images.media-allrecipes.com/userphotos/560x315/4562506.jpg|8|15|30|45|37|4.27
235278|Roasted Wild Mushrooms and Potatoes|https://www.allrecipes.com/recipe/235278/roasted-wild-mushrooms-and-potatoes/|https://images.media-allrecipes.com/userphotos/560x315/1060594.jpg|4|None|65|75|23|4.24
237719|Crunchy Cauliflower and Tomato Salad|https://www.allrecipes.com/recipe/237719/crunchy-cauliflower-and-tomato-salad/|https://images.media-allrecipes.com/userphotos/560x315/1255282.jpg|6|15|None|45|16|4.56
232930|Cauliflower Pizza Crust|https://www.allrecipes.com/recipe/232930/cauliflower-pizza-crust/|https://images.media-allrecipes.com/userphotos/560x315/6322849.jpg|6|15|30|60|235|4.26
246165|Spicy Cauliflower Fried 'Rice' with Pork|https://www.allrecipes.com/recipe/246165/spicy-cauliflower-fried-rice-with-pork/|https://images.media-allrecipes.com/userphotos/3313726.jpg|4|20|12|32|15|4.533333333333333
49262|Baked Whole Cauliflower|https://www.allrecipes.com/recipe/49262/baked-whole-cauliflower/|https://images.media-allrecipes.com/userphotos/560x315/7219192.jpg|6|5|40|45|353|4.34
158872|Smashed Cauliflower|https://www.allrecipes.com/recipe/158872/smashed-cauliflower/|https://images.media-allrecipes.com/userphotos/560x315/6709421.jpg|4|10|25|35|228|4.27
239616|Buffalo Cauliflower|https://www.allrecipes.com/recipe/239616/buffalo-cauliflower/|https://images.media-allrecipes.com/userphotos/560x315/1920541.jpg|4|15|30|55|200|4.23
18266|Cheesy Baked Cauliflower|https://www.allrecipes.com/recipe/18266/cheesy-baked-cauliflower/|https://images.media-allrecipes.com/userphotos/560x315/6887879.jpg|5|30|30|60|209|4.24
81581|Hot Italian Giardiniera|https://www.allrecipes.com/recipe/81581/hot-italian-giardiniera/|https://images.media-allrecipes.com/userphotos/560x315/1034854.jpg|10|45|3000|3045|195|4.79
259135|Cauliflower Rice (Biryani-Style)|https://www.allrecipes.com/recipe/259135/cauliflower-rice-biryani-style/|https://images.media-allrecipes.com/userphotos/4556539.jpg|4|10|10|20|16|4.9375
238987|Paleo Cauliflower Rice|https://www.allrecipes.com/recipe/238987/paleo-cauliflower-rice/|https://images.media-allrecipes.com/userphotos/560x315/1450889.jpg|4|10|5|15|105|4.65
256207|Cauliflower Fried Rice|https://www.allrecipes.com/recipe/256207/cauliflower-fried-rice/|https://images.media-allrecipes.com/userphotos/560x315/4148623.jpg|4|5|8|13|31|4.53
257600|Cauliflower Rice and Beans Fajita Bowls|https://www.allrecipes.com/recipe/257600/cauliflower-rice-and-beans-fajita-bowls/|https://images.media-allrecipes.com/userphotos/560x315/6600840.jpg|4|30|30|60|92|4.74
234740|Paleo Greek 'Rice'|https://www.allrecipes.com/recipe/234740/paleo-greek-rice/|https://images.media-allrecipes.com/userphotos/560x315/2541187.jpg|6|15|15|60|20|4.64
237545|No Rice, Chicken Fried Rice|https://www.allrecipes.com/recipe/237545/no-rice-chicken-fried-rice/|https://images.media-allrecipes.com/userphotos/3602362.jpg|8|15|30|45|20|4.35
256305|Mexican Paella with Cauliflower Rice|https://www.allrecipes.com/recipe/256305/mexican-paella-with-cauliflower-rice/|https://images.media-allrecipes.com/userphotos/560x315/4258894.jpg|8|10|45|55|18|4.85
38036|Radish Top Soup|https://www.allrecipes.com/recipe/38036/radish-top-soup/|https://images.media-allrecipes.com/userphotos/5443051.jpg|6|15|45|60|163|4.4969325153374236
22931|Smoked Sausage and Zucchini Saute|https://www.allrecipes.com/recipe/22931/smoked-sausage-and-zucchini-saute/|https://images.media-allrecipes.com/userphotos/3602.jpg|4|25|15|40|146|4.404109589041096
150295|Roasted Spicy Garbanzo Beans|https://www.allrecipes.com/recipe/150295/roasted-spicy-garbanzo-beans/|https://images.media-allrecipes.com/userphotos/250x250/160607.jpg|4|10|30|40|40|4.0
75153|Cumin and Coriander Chickpea Salad|https://www.allrecipes.com/recipe/75153/cumin-and-coriander-chickpea-salad/|https://images.media-allrecipes.com/userphotos/560x315/1036071.jpg|16|15|None|495|24|4.49
220411|Whipped Cream Mousse Frosting|https://www.allrecipes.com/recipe/220411/whipped-cream-mousse-frosting/|https://images.media-allrecipes.com/userphotos/560x315/969418.jpg|15|10|None|10|53|4.78
230245|Easy Cream Cheese Frosting|https://www.allrecipes.com/recipe/230245/easy-cream-cheese-frosting/|https://images.media-allrecipes.com/userphotos/560x315/995132.jpg|15|15|None|15|84|4.75
24824|Summertime Tropical Fruit Salad|https://www.allrecipes.com/recipe/24824/summertime-tropical-fruit-salad/|https://images.media-allrecipes.com/userphotos/250x250/197279.jpg|3|10|None|10|19|4.33
222727|Sausage and Kale Soup|https://www.allrecipes.com/recipe/222727/sausage-and-kale-soup/|https://images.media-allrecipes.com/userphotos/962316.jpg|8|20|30|50|31|4.709677419354839
208849|Lisa's Co-op Kale Soup|https://www.allrecipes.com/recipe/208849/lisas-co-op-kale-soup/|https://images.media-allrecipes.com/userphotos/1110082.jpg|6|15|45|60|44|4.545454545454546
235949|Simple and Delicious Kale Soup|https://www.allrecipes.com/recipe/235949/simple-and-delicious-kale-soup/|https://images.media-allrecipes.com/userphotos/1093788.jpg|2|15|15|30|39|4.6923076923076925
220637|Ham and White Bean Soup|https://www.allrecipes.com/recipe/220637/ham-and-white-bean-soup/|https://images.media-allrecipes.com/userphotos/4382138.jpg|6|15|25|40|31|4.419354838709677
221192|Apple Snicker Salad|https://www.allrecipes.com/recipe/221192/apple-snicker-salad/|https://images.media-allrecipes.com/userphotos/560x315/6029381.jpg|16|20|None|20|49|4.52
14471|Beet, Orange and Apple Salad|https://www.allrecipes.com/recipe/14471/beet-orange-and-apple-salad/|https://images.media-allrecipes.com/userphotos/250x250/667445.jpg|4|20|20|40|43|4.32
80744|Strawberry-Sauced Crunchy Fruit Salad|https://www.allrecipes.com/recipe/80744/strawberry-sauced-crunchy-fruit-salad/|https://images.media-allrecipes.com/userphotos/250x250/217837.jpg|8|20|15|35|41|4.45
75602|Candy Apple Salad|https://www.allrecipes.com/recipe/75602/candy-apple-salad/|https://images.media-allrecipes.com/userphotos/560x315/7179927.jpg|8|15|6|21|32|4.68
89549|Best Apple Salad|https://www.allrecipes.com/recipe/89549/best-apple-salad/|https://images.media-allrecipes.com/userphotos/250x250/608578.jpg|4|15|None|15|31|4.18
137346|Cream Cheese Fruit Salad|https://www.allrecipes.com/recipe/137346/cream-cheese-fruit-salad/|https://images.media-allrecipes.com/userphotos/560x315/4463976.jpg|8|15|None|75|28|4.74
72668|Strawberry and Feta Salad II|https://www.allrecipes.com/recipe/72668/strawberry-and-feta-salad-ii/|https://images.media-allrecipes.com/userphotos/560x315/3175090.jpg|4|15|None|15|19|4.62
87984|Tan|https://www.allrecipes.com/recipe/87984/tan/|https://images.media-allrecipes.com/images/79591.png|5|5|None|5|21|4.32
233572|Spicy Peach Coleslaw|https://www.allrecipes.com/recipe/233572/spicy-peach-coleslaw/|https://images.media-allrecipes.com/userphotos/560x315/1040015.jpg|6|15|None|45|22|4.16
14416|Cabbage and Apple Slaw|https://www.allrecipes.com/recipe/14416/cabbage-and-apple-slaw/|https://images.media-allrecipes.com/userphotos/560x315/677755.jpg|4|15|None|45|23|3.71
171948|Jicama, Carrot, and Green Apple Slaw|https://www.allrecipes.com/recipe/171948/jicama-carrot-and-green-apple-slaw/|https://images.media-allrecipes.com/userphotos/560x315/242657.jpg|8|30|None|30|17|3.79
14423|Snow Pea and Napa Cabbage Slaw|https://www.allrecipes.com/recipe/14423/snow-pea-and-napa-cabbage-slaw/|https://images.media-allrecipes.com/userphotos/560x315/712442.jpg|6|15|5|40|18|3.78
73009|Quick and Easy Thai Style Coleslaw|https://www.allrecipes.com/recipe/73009/quick-and-easy-thai-style-coleslaw/|https://images.media-allrecipes.com/userphotos/560x315/3834264.jpg|8|5|None|185|40|3.69
9565|Easy Coleslaw|https://www.allrecipes.com/recipe/9565/easy-coleslaw/|https://images.media-allrecipes.com/userphotos/560x315/1183825.jpg|4|None|None|None|31|4.16
207245|Balsamic Coleslaw|https://www.allrecipes.com/recipe/207245/balsamic-coleslaw/|https://images.media-allrecipes.com/userphotos/250x250/344978.jpg|6|15|10|25|18|3.71
215819|Chickpea and Chicken Curry|https://www.allrecipes.com/recipe/215819/chickpea-and-chicken-curry/|https://images.media-allrecipes.com/userphotos/5449662.jpg|4|15|25|40|52|4.153846153846154
222913|Peanut-Ginger Chickpea Curry|https://www.allrecipes.com/recipe/222913/peanut-ginger-chickpea-curry/|https://images.media-allrecipes.com/userphotos/560x315/1023045.jpg|6|5|25|30|24|4.09
229144|Savory Sweet Potato Fries|https://www.allrecipes.com/recipe/229144/savory-sweet-potato-fries/|https://images.media-allrecipes.com/userphotos/560x315/1030002.jpg|4|20|20|40|60|4.31
242086|Roasted Sweet Potato Fries|https://www.allrecipes.com/recipe/242086/roasted-sweet-potato-fries/|https://images.media-allrecipes.com/userphotos/560x315/2226014.jpg|4|10|35|45|22|4.27
44410|Taco Pizza|https://www.allrecipes.com/recipe/44410/taco-pizza/|https://images.media-allrecipes.com/userphotos/250x250/179179.jpg|16|120|20|140|181|4.49
232816|Whole Wheat Pizza Dough Secret Family Recipe|https://www.allrecipes.com/recipe/232816/whole-wheat-pizza-dough-secret-family-recipe/|https://images.media-allrecipes.com/userphotos/560x315/1071463.jpg|8|10|None|35|19|4.44
239052|Seared Scallops with Corn Cream|https://www.allrecipes.com/recipe/239052/seared-scallops-with-corn-cream/|https://images.media-allrecipes.com/userphotos/560x315/7297229.jpg|4|15|20|35|33|4.95
229241|Vegan Broccoli Soup|https://www.allrecipes.com/recipe/229241/vegan-broccoli-soup/|https://images.media-allrecipes.com/userphotos/4556974.jpg|4|15|20|35|143|4.8321678321678325
70579|Excellent Broccoli Cheese Soup|https://www.allrecipes.com/recipe/70579/excellent-broccoli-cheese-soup/|https://images.media-allrecipes.com/userphotos/841.jpg|18|15|30|45|314|4.385350318471337
13018|Gourmet Cream of Broccoli Soup|https://www.allrecipes.com/recipe/13018/gourmet-cream-of-broccoli-soup/|https://images.media-allrecipes.com/userphotos/900.jpg|2|15|30|45|125|4.496
